word,length,rt,freq
thud,3,683.84,99
thudding,5,871.69,31
thuds,4,680,9
thug,3,709.38,178
thuggery,6,1000.4,2
thugs,4,690.91,173
thumb,3,779.09,603
thumbed,4,864.1,8
thumbing,5,828.03,12
thumbnail,6,720.63,7
thumbs,4,705.71,238
thumbscrew,7,977.89,3
thumbtack,6,873.39,9
thump,4,820.57,99
thumped,5,730.84,7
thumping,6,696.73,73
thunder,5,684.18,679
thunderbolt,9,825.24,86
thunderclap,9,834.58,29
thunderclaps,10,1050.83,7
thundercloud,9,969.97,8
thundered,6,799.03,8
thundering,7,747.8,47
thunderous,7,760.9,14
thunderstorm,10,755.03,32
thunderstruck,10,892.83,2
thus,3,694.64,628
thwack,4,822.1,2
thwart,5,786.42,17
thwarted,7,793.65,25
thwarting,7,811.95,7
thyme,3,801.43,10
thyroid,5,751.3,28
tiara,5,828,91
tibia,5,823.95,32
tic,3,712.29,77
tick,3,750.61,370
ticked,4,749.97,55
ticker,4,706.53,55
ticket,5,629.32,2324
tickets,6,628.18,2211
ticking,5,770.91,223
tickle,4,659.09,245
tickled,5,601.16,101
ticklish,6,740.97,58
ticks,4,647.82,59
tidal,4,742.75,53
tidbit,6,793.38,17
tidbits,7,868.31,19
tide,3,630,375
tiddlywinks,10,910.95,4
tides,4,692.33,80
tidewater,7,813.1,9
tidied,5,899.7,12
tidiness,7,854.52,2
tidings,6,748.74,57
tidy,4,704.59,189
tidying,6,937.86,20
tie,2,589.12,2266
tiebreaker,7,860.33,12
tied,3,601.06,1364
tiepin,5,1122.25,2
tier,3,755.65,54
tiered,4,1015.85,1
tiers,4,900.6,23
ties,3,591,502
tiger,4,596.24,945
tigers,5,629.09,217
tight,3,612.37,2597
tighten,4,695.97,146
tightened,5,755.59,24
tightening,6,784.9,39
tighter,4,704.59,208
tightest,6,675.06,15
tightfisted,9,997.04,3
tightly,5,666.53,85
tightrope,6,934.5,24
tightwad,6,829.5,12
tigress,6,912.69,14
tile,3,635.27,108
tiled,4,740.6,2
tiles,4,718.66,85
tilled,4,832.48,4
tiller,4,721.28,20
tilling,5,733.71,7
tilt,4,728.88,113
tilted,6,633.84,34
tilting,6,773,33
tilts,5,749.06,12
timber,5,700.19,127
timbered,6,775.66,1
timbers,6,642.81,31
timbre,5,820.61,7
time,3,530.15,99890
timed,4,643.45,82
timekeeper,7,661.26,6
timeless,6,601.33,44
timely,5,684.62,55
timepiece,6,788.88,14
timer,4,616.28,319
timers,5,677.72,36
times,4,570.16,11221
timetable,7,698.81,82
timetables,8,751.58,7
timid,5,790.41,77
timidity,8,683.92,6
timidly,7,745.1,2
timing,5,649.5,764
timpani,7,1076.8,5
tin,3,598.44,441
tincture,6,900.22,4
tinder,5,694.6,3
tinderbox,9,841.38,2
tines,4,739.5,7
tinfoil,6,819.07,24
tinge,4,792.95,10
tingle,5,705.59,56
tingling,7,765.59,56
tiniest,7,773.83,68
tinker,5,697.72,113
tinkering,7,774.9,26
tinkers,6,847.19,1
tinkle,5,671.29,47
tinkled,6,783.9,2
tinkling,7,826.93,38
tinny,4,774.92,2
tinplate,7,1149.25,5
tinsel,5,770.88,24
tinsmith,7,987.18,1
tint,4,589.18,15
tinted,6,698,23
tints,5,670.33,5
tintype,6,805,3
tiny,4,604.97,1643
tip,3,615.79,1409
tipoff,5,784.78,3
tipped,4,682,244
tipper,4,713.32,34
tipping,5,669.16,82
tips,4,582.79,467
tipsy,5,655.42,33
tiptoe,5,722.79,45
tiptoeing,7,907.42,13
tirade,5,893.48,10
tirades,6,791.57,3
tire,3,591.34,631
tired,4,578.73,5745
tiredness,7,705.83,2
tireless,6,735.3,34
tirelessly,8,833.83,14
tires,4,559.15,491
tiresome,5,689.76,74
tiring,5,717.52,60
tissue,4,634.47,547
tissues,5,666.09,101
tit,3,757.32,171
titan,4,742.48,74
titanium,8,687.57,80
titans,5,642.47,81
tithe,3,865.57,1
tithes,4,843.73,2
titillate,6,891.3,8
titillating,8,1038,14
titillation,7,994.71,6
title,4,630,947
titled,5,727.97,35
titles,5,665.24,120
titmouse,6,1083.13,7
tits,4,785.77,627
titter,4,766.52,1
titters,5,860.77,2
titular,6,738.67,10
tizzy,4,969.45,9
toad,3,657.45,290
toadies,5,702.19,3
toadstool,7,705.33,17
toady,4,840.13,11
toast,4,600.88,1707
toasted,6,588.47,67
toaster,5,595.13,198
toasting,6,664.94,42
tobacco,6,644.71,356
tobacconist,10,883.82,5
toboggan,7,920.89,4
today,4,566.09,22124
toddle,4,738.11,17
toddler,5,643.49,40
toddlers,6,622.36,11
toddy,4,714.25,127
toe,2,606.69,647
toehold,6,1095.17,7
toenail,5,831.21,44
toes,3,566.76,638
toffee,4,810.81,22
tofu,4,722.38,137
toga,4,696.43,47
together,6,592.85,19553
togetherness,9,921.03,29
toggle,4,700.27,15
togs,4,722.4,12
toil,3,653.75,51
toiled,4,697.54,9
toilet,5,630.76,1474
toiletry,7,851.48,3
toilets,6,620.06,170
toilsome,5,854.59,4
token,5,560.53,205
teenager,6,689.76,351
teenagers,7,664.59,215
teens,4,590.56,99
teensy,5,919.13,24
teeny,4,827.95,128
teenybopper,8,1024,2
teeter,4,875.47,5
teetering,6,873.59,7
teeth,3,550,2440
teethe,3,714.45,1
teething,5,700.17,23
teetotaler,7,813.57,7
teetotaller,7,947.88,4
telecast,8,749.59,18
telecommunications,16,884.94,26
telegram,8,764.52,471
telegrams,9,834.27,63
telegraph,8,707.23,167
telegraphed,9,771.36,18
telegrapher,9,764.36,3
telegraphic,10,847.63,1
telegraphing,10,826.3,6
telegraphy,9,768.64,5
telepathy,8,830.24,47
telephone,7,669.13,1651
telepathic,9,914,30
telepathically,11,962.69,13
telephoned,8,891.13,109
telephones,8,695.65,67
telephoning,9,972.1,22
telephoto,8,1031.13,16
teleprompter,11,1013.58,18
telescope,8,707.35,150
telescopes,9,827.81,24
telescopic,10,903.28,12
telescoping,10,808.74,4
teletype,7,1013.69,33
televise,7,773.04,1
televised,8,829.43,42
tempest,7,688.13,36
tenable,6,821.79,3
tenacious,7,738.97,25
television,8,671.62,1729
tell,3,534.25,87949
teller,4,617.79,131
tellers,5,627.36,33
telling,5,629.48,9730
tells,4,671.28,2665
telltale,6,776.58,18
telly,4,721.89,162
temerity,8,817.2,11
temp,4,596.93,154
temper,5,628.89,582
tempera,7,1075.33,2
temperament,10,868.87,59
temperamental,11,1124.53,41
temperance,9,656.52,40
temperate,8,706.13,12
temperature,8,683.76,702
temperatures,9,759.81,100
tempered,6,651.03,33
tempers,6,680.03,37
tempestuous,10,964.7,12
template,7,666.67,21
temple,5,651.26,895
temples,6,656.27,80
tempo,5,654.26,86
temporal,8,674.63,69
temporally,9,890.54,3
temporarily,11,684.19,232
temporary,9,753.37,665
temporize,8,760.46,1
tempos,6,882.29,2
tempt,5,662.96,129
temptation,8,675.24,216
temptations,9,796.06,38
tempted,7,709.22,203
tempter,6,871.92,1
tempting,7,671.7,154
temptingly,9,905.45,1
temptress,8,845.07,23
tempts,6,730.4,7
tenaciously,9,712.23,2
tenacity,8,855.52,14
tenancy,7,910.82,2
tenant,6,717.79,155
tenants,7,661.75,131
tend,4,651.71,626
tended,6,666.42,51
tendencies,8,725.63,80
tendency,7,689.71,138
tender,5,664.33,453
tendered,6,760.09,12
tenderfoot,8,801.81,25
tenderhearted,11,892.97,4
tenderize,7,791.41,7
tenderloin,8,852.67,20
tenderly,7,702.91,42
tenderness,8,736.53,129
tending,6,689.13,55
tendon,6,683.14,29
tendons,7,737.55,18
tendril,7,766.18,2
tends,5,634.13,135
tenement,8,913.81,35
tenements,9,863.15,14
tenet,5,868.76,6
tenets,6,929.37,12
tenfold,7,729.04,24
tennis,5,568.79,695
tenor,4,807.78,79
tenors,5,817.7,10
tense,4,653.44,522
tensed,5,808.9,10
tensely,6,777.5,1
tenses,6,749.72,4
tensile,5,765.07,6
tensing,6,757.61,3
tension,5,654.27,436
tensions,6,694.42,45
tenspot,7,1055.38,1
tent,4,579.18,892
tentacle,7,839.74,13
tentacles,8,733.61,56
tentative,8,738.68,25
tentatively,10,779.97,9
tenting,6,826.15,5
tents,5,645.82,98
tenuous,7,818.97,17
tenuously,9,909.08,2
tenure,5,728.17,90
tepee,4,903.14,27
tepees,5,927.36,2
tepid,5,900.12,12
tequila,6,682.84,299
term,3,643.26,890
termed,4,780.11,11
terminal,6,630.47,390
terminals,7,640.61,25
terminate,7,704.94,140
terminated,9,676.24,147
terminates,8,731.59,6
terminating,9,734.41,33
termination,8,797.79,68
terming,5,926.21,2
terminology,10,838.07,24
terminus,7,957.8,23
termite,5,750.91,38
terms,4,619.29,1138
terrace,5,700.94,173
terraces,7,781.58,3
terracotta,8,981.26,5
terrain,5,678.9,115
terrestrial,10,885.53,11
terrible,6,625.5,4795
terribly,7,792.52,1205
terrier,5,836.69,49
terriers,6,727.56,4
terrific,7,585.06,2138
terrified,7,685.35,488
terrifies,7,646.86,18
terrify,6,654.69,25
terrifying,8,716.7,217
territorial,10,787,85
territories,9,810.44,61
territory,8,703.41,748
terror,4,571.49,459
terrorism,7,697.67,209
terrorist,7,669.69,617
terrorists,8,670.44,601
terrorize,6,740.42,26
terrorized,7,724.68,32
terrorizing,8,901.18,37
terrycloth,8,901.29,5
terse,3,840.2,8
tersely,5,779.12,1
tertiary,7,996.16,12
test,4,522.45,4288
testament,9,687.97,120
testaments,10,742.97,5
tested,6,610.91,537
tester,5,735.72,17
testes,6,877.59,8
testicle,7,707.72,58
testicular,10,777.1,31
testified,8,736.67,196
testifies,8,840.82,33
testify,7,725.48,724
testimonial,11,725.12,32
testimonials,12,856.63,7
testimony,9,643.79,752
testing,6,612.97,771
tests,5,551.81,1197
testy,5,682.29,49
tetanus,7,997.11,71
tether,4,1019,24
tethered,5,760.55,20
tethers,5,857.94,5
text,5,627.24,267
textbook,8,631.6,112
textbooks,9,682.03,44
textile,7,681.61,25
textiles,8,616.48,12
texts,6,588.55,33
texture,6,602.86,84
textured,7,650.82,9
textures,7,611.06,16
thalidomide,9,1077.4,2
thank,4,650.55,56877
thanked,5,759.3,194
thankful,6,701.47,274
thankfulness,9,728.18,3
thanking,6,762.31,154
thankless,7,821.69,21
thanks,5,577.06,31789
thatch,3,730.03,38
thaw,2,704.09,81
thawed,3,889.39,28
thawing,4,685,12
theater,5,657.83,1226
theaters,6,684.09,92
theatre,5,670.42,582
theatregoer,8,1128.75,2
theatres,6,762.07,27
theatrical,8,704.23,128
theatrically,9,849.63,2
theatricals,9,956.9,8
theft,4,675.31,344
theistic,7,1038.46,2
thematic,7,764.88,4
theme,3,694.3,710
themes,4,662.27,57
then,3,567.53,75966
thence,4,843.64,14
theocracy,8,966.5,2
theologian,9,893.33,14
theologians,10,955.7,12
theological,9,835.27,20
theology,7,726.04,36
theorem,6,884.79,17
theoretical,9,830.23,95
theoretically,10,825.72,115
theories,6,647.43,276
theorist,7,701.58,9
theorists,8,777.47,6
theorize,6,768.36,10
theorizing,8,740.57,6
theory,5,602.77,1459
therapeutic,10,744.31,72
therapies,7,757.97,16
therapist,8,672.39,485
therapists,9,732.53,42
therapy,6,690.41,944
thereabout,7,865.59,3
thereabouts,8,979.33,7
thereafter,7,896.47,62
thereby,5,698.1,79
therefore,6,697.73,1058
therefrom,7,802.1,1
therein,5,888.44,47
thereof,5,757.04,50
thereon,5,1099,1
thereto,5,1031.33,19
thereunder,7,1229,1
thereupon,7,963.05,3
therewith,6,815.48,2
thermal,4,790.64,112
thermally,5,1017.13,1
thermocouple,8,1104.75,1
thermodynamic,11,1029.12,2
thermodynamically,13,1204.1,1
thermometer,8,753.88,112
thermometers,9,919.9,14
thermos,5,825.31,57
thermostat,8,830.71,58
thermonuclear,10,974.17,13
thermodynamics,12,1026.55,13
thermoplastic,11,1184.81,2
thesaurus,7,792.25,20
theses,5,835.75,7
thesis,5,679.94,174
thespian,7,783.08,17
thespians,8,680.57,8
thick,3,662.41,713
thicken,5,690.31,5
thickened,6,698.21,5
thickener,6,860.56,2
thickening,7,689.94,9
thickens,6,705.97,32
thicker,4,670.79,106
thickest,6,704.87,8
thicket,5,827.32,24
thickets,6,927.41,1
thickheaded,8,790.42,6
thickly,5,745.09,4
thickness,6,691.78,26
thief,3,586.94,1238
thieve,3,833.52,6
thievery,6,847.71,14
thieves,4,684.33,464
thieving,5,684.69,85
thigh,2,689.03,191
thighs,3,707.58,196
symptom,7,659,96
symptoms,8,752.56,407
synagogue,7,784.07,49
synagogues,8,907.32,9
symptomatic,11,960.58,29
synapses,8,793.29,12
sync,4,803.14,168
synchronization,12,996.91,13
synchronize,9,772.12,34
synchronized,10,773.52,39
synchronous,9,1017.45,1
syncopate,8,940.5,1
syncopation,9,922.82,2
syndicate,8,787.03,102
syndicated,10,797.17,21
syndicates,9,887.62,8
syndication,9,923.14,15
syndrome,7,742.97,320
syringe,6,839.42,99
syrup,5,650.73,260
synergistic,10,920.31,2
synonym,7,782.61,9
synonymous,9,769.45,28
synonyms,8,745,8
synopsis,8,844.4,14
syntactically,11,1103.88,1
syntax,7,772.06,18
synthesis,8,755.57,15
synthesize,8,779.16,11
synthesized,9,700.28,12
synthesizer,9,849.9,27
synthesizes,10,843.72,1
synthetic,8,812.34,128
synthetics,9,813.27,8
syphilis,7,871.86,98
system,6,671.41,4667
systematic,10,760.36,30
systematically,12,847.56,33
systematized,11,830,2
systemic,8,735.86,11
systems,7,614.82,848
tab,3,642.79,294
tabernacle,8,808.77,36
table,4,664.74,5387
tableau,5,729.05,8
tablecloth,8,703.41,48
tablecloths,9,718.83,38
tables,5,675.81,599
tablespoon,8,701.75,9
tablespoonful,11,829.07,1
tablespoons,9,822.27,3
tablet,6,672.41,76
tablets,7,633.09,72
tableware,7,788.9,2
tabloid,6,747.4,56
tabloids,7,747.48,49
taboo,4,739.7,62
taboos,5,711.57,13
tabs,4,711.13,108
tabulate,8,900.44,1
tabulation,9,902.93,3
tabulations,10,942.22,2
tacit,5,908.27,7
taciturn,7,748.83,8
tack,3,681.29,108
tacked,4,706.67,11
tacking,5,811.06,2
tackle,4,697.73,219
tackles,5,676.97,15
tacky,4,674.09,134
tact,4,672,56
tactful,6,760.83,29
tactic,6,748.45,79
tactical,7,778.74,281
tactically,8,842.93,9
tactician,7,866.15,8
tactics,7,716.26,241
tactile,5,827.62,18
tactless,7,754.48,14
tadpole,6,723.87,30
tadpoles,7,804.31,28
taffy,4,750.92,122
tag,3,564.15,708
tagged,4,702.13,96
tagging,5,722.03,46
tags,4,603.32,181
tail,3,621.26,1219
tailback,6,665.3,9
tailcoat,6,712.15,1
tailgate,6,728.66,23
taillight,6,1117.65,42
tailor,4,652.52,213
tailored,5,645.83,26
tails,4,711.88,290
tailspin,7,837.82,11
tailwind,7,916.52,6
taint,4,762.37,40
tainted,6,760.65,92
take,3,555.06,96443
taken,5,606.91,7071
takeoff,5,736.13,125
takeoffs,6,733.97,8
takeover,6,608.84,80
taker,4,683.94,46
takes,4,696.64,5986
taking,5,685.82,12263
takings,6,707.03,8
talc,4,885.32,12
talcum,6,807.16,39
tale,3,603.7,612
talebearer,7,1076.87,3
talent,6,604.41,1332
talented,8,662.18,581
talents,7,602.74,233
tales,4,626.52,359
talisman,8,860.54,74
talk,3,547.45,43605
talkative,7,746.41,46
talked,4,599.64,5226
talker,4,660.24,91
talkie,4,818.44,16
talking,5,563.68,25385
talks,4,576.84,1216
talky,4,833.19,18
tall,3,618.53,1649
taller,4,621.97,284
tallies,5,895.88,5
tallow,4,647,5
tally,4,706.37,178
talon,5,722.21,56
talons,6,762.28,28
tamale,6,999.08,12
tambourine,8,810.86,45
tame,3,687.36,139
tamer,4,741.22,23
taming,5,702.08,20
tamp,4,741.11,3
tamper,5,701.79,25
tampering,7,687.82,67
tampon,6,744.47,34
tan,3,595.09,439
tandem,6,715.18,18
tang,3,653.16,114
tangent,7,706.32,19
tangential,8,1174.62,2
tangents,8,838.87,1
tangerine,8,758.91,38
tangible,7,824.03,56
tangle,5,619.19,53
tangled,6,675,130
tango,5,662.82,274
tangos,6,827.79,5
tangy,4,785.26,17
tank,4,510.09,1306
tankard,6,763.07,4
tanker,5,728.84,100
tankers,6,645.2,25
tanks,5,606.13,506
tanned,4,697,31
tannery,6,1030.9,10
tantalize,8,735.46,4
tantalizing,10,776.52,15
tantalizingly,12,1065.52,1
tantamount,9,723.23,17
tantrum,7,722.59,45
tantrums,8,764.5,24
tap,3,597.88,752
tape,3,621.58,3511
taped,4,707.22,218
taper,4,734,9
tapered,5,781.11,11
tapering,6,782.91,5
tapes,4,596.94,664
tapestries,9,880.8,16
tapestry,8,742.81,36
tapeworm,6,796.12,35
tapioca,7,827.24,31
tapped,4,635.77,228
tapping,5,666.06,164
taproom,6,812.83,1
taps,4,666.5,130
tar,3,626,160
tarantula,9,883.58,46
tardily,7,903.44,2
tardiness,8,752.74,22
tardy,5,618.19,58
target,6,642.33,1936
targets,7,606.5,340
tariff,5,711.85,7
tarnish,6,760.21,19
tarnished,7,767.51,19
tarot,4,768.69,61
tarpaulin,8,886,5
tarpon,6,773.15,9
tarragon,7,949,14
tarred,4,752.37,15
tarry,4,826.38,23
tart,4,663.66,122
tartan,5,781,16
tartar,5,784.82,76
tartly,6,872.36,1
task,4,616.82,649
taskmaster,9,806.73,8
tasks,5,578.61,85
tassel,4,810.21,27
tassels,5,909.54,27
taste,4,594.41,2617
tasted,6,689.16,293
tasteful,6,693.78,69
tasteless,7,651.76,45
tastes,5,644.42,611
tasting,6,628.97,94
tasty,5,636.71,322
tattered,5,842.77,12
tatters,5,763.55,5
tattle,4,789.1,8
tattoo,4,629.94,610
tattooed,5,725.86,132
tau,2,679.67,22
taught,3,627.81,2236
taunt,4,756.94,32
taunted,6,650.37,12
taunting,6,755.13,52
taunts,5,744,8
taut,3,763.52,35
tautology,8,975.92,2
tavern,5,648.94,158
taverns,6,678.73,10
tawny,4,817.68,33
tax,4,595.06,742
taxable,7,709.48,4
taxation,7,761.66,15
taxed,5,609.06,10
taxes,6,639.09,497
taxi,5,611.18,1318
taxicab,8,697.94,44
taxidermy,9,973.69,8
taxied,6,826.44,5
taxiing,7,805.9,1
taxing,6,574.22,15
taxis,6,651.18,52
taxpayer,7,627.76,29
taxpayers,8,721.53,84
taxpaying,8,779.26,1
tea,2,530.15,2990
teabag,5,657.68,2
teach,3,622.67,3715
teacher,4,570.58,2842
teachers,5,559.58,581
teaches,5,730.21,265
teaching,5,646.64,1010
teachings,6,677.39,73
teacup,5,666.61,33
teahouse,5,882.74,42
teakettle,6,888.47,7
teal,3,751.48,26
team,3,616.65,7528
teamed,4,748.68,33
teaming,5,716.93,21
teammate,6,752.42,46
teammates,7,804.38,76
teams,4,696.47,790
teamster,6,706.65,12
teamsters,7,814.81,26
teamwork,6,687.63,102
teapot,5,672.63,44
tear,3,580.97,1377
teardrop,7,720.5,14
teargas,6,831.79,1
tearing,5,688.78,327
tearjerker,7,927.48,5
tearoom,5,1172.37,7
tears,4,628.06,1140
teas,3,737.55,26
tease,3,607.71,290
teased,4,636.48,48
teaser,4,737.07,14
teasing,5,587.29,215
teaspoon,6,739.1,24
teaspoonful,9,844.93,6
teaspoons,7,740.41,17
teat,3,697.73,16
teatime,5,901.43,23
teats,4,970.77,19
tech,3,787.36,326
technical,8,671.55,420
technicalities,12,1083.67,23
technicality,11,983.83,61
technically,8,778,739
technician,7,769.33,132
technicians,8,764.9,71
technique,6,656.09,456
techniques,7,708.82,177
technicolor,9,861.79,31
technocracy,10,959.4,3
technological,11,924.63,40
technologically,12,863.35,19
technology,9,729.94,762
tedious,6,832.52,73
tedium,6,750,13
tee,2,776.86,110
teem,3,720.15,2
teeming,5,792.85,33
teems,4,775,2
teen,3,584.44,209
teenage,5,634.23,350
superintendent,14,1024.77,219
superstar,8,747.48,175
superstitions,10,837.94,27
superintendents,15,1171.31,3
superior,7,659.58,663
superiority,11,779.26,67
superiors,8,658.93,143
superlative,9,840.37,5
superlatives,10,1062.32,5
supermarket,10,701.41,255
supermarkets,11,730.55,34
supernatural,10,756.9,225
supernormal,9,999.38,1
supernova,8,855.24,20
superposed,8,1037.67,1
superposition,10,988.65,23
supersede,7,845.71,8
superseded,9,916.14,8
supersession,9,1175.08,1
supersensitive,12,1008.94,2
supersonic,9,800.82,20
superstition,9,780.19,105
superstitious,10,799.52,175
superstructure,11,955.3,14
supervise,7,819.93,98
supervised,8,714.61,71
supervises,9,965.63,8
supervising,9,795.63,44
supervision,8,682.84,126
supervisor,8,767,304
supervisors,9,850.97,19
supervisory,10,822.04,16
supine,5,853.27,4
supper,4,658.66,988
suppers,5,875.65,12
supplant,7,736.05,3
supplanted,9,881.88,5
supplanting,9,852.76,1
supple,4,730.04,31
supplement,9,659.63,58
supplemental,10,786.75,30
supplementary,12,791.32,13
supplemented,11,799.5,2
supplementing,11,886.34,3
supplements,10,686.21,23
suppleness,7,829.77,1
supplicant,9,810.96,4
supplicate,8,830.08,3
supplicating,10,923.24,1
supplication,9,1018.11,6
supplied,6,649.94,122
supplier,6,746.85,99
suppliers,7,704.61,38
supplies,6,590.23,717
supply,5,682.1,952
supplying,7,780.22,42
support,6,614.38,2587
supported,8,679.48,186
supporter,7,677,37
supporters,8,715.38,53
supporting,8,776.81,234
supportive,8,717.72,237
supports,7,635.84,105
suppose,5,585.34,6416
supposed,6,684.11,12865
supposedly,9,727.56,262
supposes,7,714.18,25
supposition,8,765.79,16
suppositions,9,832.16,5
suppository,10,911.48,13
suppress,6,775.09,76
suppressed,7,694.52,35
suppression,7,774.81,25
suppressive,8,797.44,4
suppressor,7,724.28,9
supremacist,11,1013.08,4
supremacy,9,833.03,29
supreme,6,685.72,447
supremely,8,899.81,20
surcharge,6,846.43,11
sure,3,585.79,56091
surefire,6,950.27,13
surely,5,645.26,1407
surety,6,894.38,7
surf,3,627.14,324
surface,5,613.19,930
surfaced,6,740.71,43
surfaces,7,728.56,37
surfactant,9,830.5,3
surfboard,7,768.63,47
surfer,4,771.24,83
surge,3,673.44,94
surged,4,789.13,7
surgeon,5,638.65,838
surgeons,6,634.29,195
surgery,6,638.63,1651
surgical,6,792.2,409
surging,5,745.52,17
surly,4,841.96,36
surmise,5,922.68,18
surmised,6,854.09,10
surmises,7,725.54,1
surmount,6,861.17,5
surmounted,8,898.52,1
surname,5,737.56,48
surpass,5,691.26,18
surpassed,6,704.97,66
surplus,6,747.03,104
surpluses,8,965.85,3
surprise,6,663.81,4534
surprised,7,672.88,2808
surprises,8,721.94,497
surprising,8,737.48,307
surprisingly,10,704.74,162
surreal,6,748.61,57
surrealism,9,889.32,14
surrealist,9,913,7
surrealists,10,824.07,11
surrender,7,625.27,789
surrendered,8,725.12,118
surrendering,9,827.91,50
surreptitious,10,979.47,7
surreptitiously,12,1050.44,3
surrogate,7,792.65,95
surround,6,667.45,156
surrounded,8,695.74,677
surrounding,8,732.15,192
surroundings,9,730.24,107
surtax,6,794.67,2
surveillance,8,894.39,952
survey,4,613,227
surveyed,5,697.81,15
surveying,6,739.66,17
surveyor,5,898.09,13
surveys,5,704.16,28
survivability,12,867.65,3
survival,6,684.88,515
survivalist,9,831.22,5
survivalists,10,925.42,2
survivals,7,677.28,2
survive,5,692.55,1537
survived,6,674.97,660
survives,6,863.5,89
surviving,7,730.75,185
survivor,6,604.88,221
survivors,7,690.5,333
susceptibility,13,994.33,5
susceptible,9,873.26,65
sushi,4,721.11,222
suspect,7,629.71,2254
suspected,9,689.94,497
suspecting,9,712.68,49
suspects,8,641.9,635
suspend,7,663.26,141
suspended,9,668.34,373
suspender,8,871.96,2
suspenders,9,767.03,43
suspense,7,618.76,114
suspension,8,703.26,222
suspensions,9,674.59,4
suspicion,7,706.1,373
suspicions,8,796.58,166
suspicious,8,736.32,815
suspiciously,10,879.19,22
sustain,6,756.41,136
sustained,7,634.41,397
sustaining,8,714,28
sustains,7,791.26,15
sustenance,9,820.6,29
suture,4,932.54,126
svelte,5,713,5
swab,4,724.28,121
swabbed,5,789.26,21
swaddle,5,791.8,4
swag,4,699.33,25
swagger,5,763.44,12
swaggered,6,877.89,1
swaggering,7,773.6,13
swallow,5,703.25,649
swallowed,6,718.38,342
swallowing,7,786,74
swallows,6,656.97,85
swam,4,880.61,123
swami,5,992.7,37
swamp,5,629.33,458
swamped,6,755.87,81
swamping,7,681.81,1
swamps,6,631.68,45
swampy,6,743.1,10
swank,5,823.17,24
swanky,6,783.19,13
swans,5,612.25,65
swap,4,652.56,185
swarm,5,776.82,68
swarmed,6,710.27,18
swarming,7,729.59,53
swarms,6,782.46,22
swarthy,6,859.32,20
swash,4,810.33,5
swashbuckler,9,1160.9,4
swastika,8,840.1,28
swat,4,792.7,196
swatch,4,638.19,18
swatches,6,750.72,26
swath,4,645.67,11
swathed,5,708.54,4
swatter,5,846.7,11
sway,3,676,129
swayback,6,842.4,1
swayed,4,765.88,29
swaying,5,637.76,45
swear,4,691.59,4496
swearing,6,667.68,124
swears,5,667.32,118
sweat,4,721.31,1115
sweatband,8,766.37,4
sweated,6,706,36
sweater,5,659.67,704
sweaters,6,673.18,105
sweating,6,715.06,419
sweatshirt,7,740.66,120
sweatshop,7,746.12,28
sweaty,5,573.29,226
sweep,4,704.86,485
sweeper,5,714.18,32
sweeping,6,698.68,170
sweepings,7,637.89,6
sweepstake,8,769.81,12
sweepstakes,9,653.97,41
sweet,4,555.82,7405
sweeten,5,811.19,40
sweeter,5,722.44,133
sweetest,7,682.23,295
sweetheart,8,736.23,3272
sweethearts,9,648.97,118
sweetie,5,655.73,2731
sweetly,6,605.94,52
sweetness,7,662,167
sweets,5,599.12,122
swell,4,683.72,1061
swelled,5,682.12,39
swelling,6,669.68,161
swellings,7,746.45,5
swells,5,594.03,61
swelter,6,795.04,2
sweltering,8,818.36,10
swept,5,646.42,243
swerve,4,805.04,34
swerved,5,797,24
swerving,6,903.2,11
swift,5,634.73,197
swiftest,8,822.92,9
swiftly,7,641.75,83
swiftness,8,674.39,4
swig,4,762.64,48
swill,4,677.83,49
swim,4,530.94,1622
swimmer,5,714.63,190
swimmers,6,771.13,76
swimming,6,656.21,1019
swimsuit,7,714.74,101
swindle,6,707.81,36
swindled,7,752.09,31
swindler,7,701.45,29
swindling,8,844.28,12
swine,4,696,226
swing,4,663.36,1325
swinger,5,696.55,37
swinging,6,704.22,313
swings,5,639.03,180
swipe,4,639.24,82
swiped,5,754.63,84
swiping,6,805.45,21
swirl,4,673.64,46
swirled,5,702.16,5
swirling,6,701.85,46
swish,4,757.33,82
swished,5,781.79,2
switch,4,549.97,1434
switchback,7,806.81,2
switchblade,8,778.03,22
switchboard,8,617.31,58
switched,5,701.55,391
switches,6,614.09,134
switching,6,663.82,194
swivel,5,824.14,36
swivels,6,674.14,3
swizzle,5,646.16,19
swollen,6,600.7,165
swoon,4,637.73,31
swoop,4,684.47,78
swooped,5,745.55,25
swooping,6,818.31,19
swoops,5,740.12,4
sword,4,571.18,1335
swordfish,7,738.5,52
swordplay,7,847.56,24
swords,5,628.85,220
swordsman,8,878.61,64
swore,4,651.77,446
sworn,5,717.8,494
swum,4,915.25,20
swung,4,805.52,117
sycamore,7,849.78,48
syllable,6,673.68,42
syllables,7,758.03,41
syllabus,7,726.55,28
syllogism,8,950,6
sylvan,5,980.64,5
symbiosis,9,863.25,10
symbol,5,644.32,438
symbolic,8,737.88,79
symbolically,10,871.74,19
symbolism,8,681.06,37
symbolize,7,803.36,21
symbolized,8,739.47,5
symbolizes,9,714.8,24
symbolizing,9,670.31,5
symbols,6,624.53,128
symmetric,8,777.18,5
symmetrical,9,772.16,30
symmetry,7,772.78,41
sympathetic,10,838.16,194
sympathetically,12,883.29,3
sympathies,8,830.32,67
sympathize,8,778.97,79
sympathized,9,797.31,2
sympathizing,10,844.43,4
sympathy,7,669.5,426
