id	sentence	mean_word_length	mean_syllables	max_syllables	lexical_density	tokens	max_dependency_distance	fin_verbs	mean_band_subtlex	mean_complexity
273	Dabei hatten Rasiermesser, so Gnegel, „anscheinend zusätzlich eine religiöse oder kultische Funktion, denn sie fanden sich nur in einem Teil der Männergräber und standen offensichtlich nur Familienoberhäuptern oder Personen aristokratischer Herkunft zu“.	6.78125	2.25	7	0.46875	32	36	3	14.2	4.6
274	Zur Zeit des Römischen Reiches unterlag die Verwendung von Rasiermessern der jeweiligen Mode.	6.153846153846154	2.076923076923077	4	0.6153846153846154	13	8	1	13.875	3.25
275	Der römische Gelehrte Marcus Terentius Varro schreibt in seinem Lehrbuch De re rustica, das Rasieren des Gesichts habe sich erst um 300 v Chr in Rom verbreitet, nachdem P Ticinius Menas einen Barbier aus Sizilien mitgebracht habe, und Plinius der Ältere schreibt in seiner Naturalis historia, Scipio der Jüngere sei der erste Römer gewesen, der sich jeden Tag rasierte.	5.169491525423729	1.8644067796610169	4	0.288135593220339	59	58	6	12.125	4.083333333
276	Auch im späteren Römischen Reich, insbesondere von der Regierung Hadrians bis zu den späten Severern und von der Herrschaft des Gallienus bis zur Römischen Tetrarchie, war das Rasieren eine selten geübte Praxis.	5.53125	1.9375	5	0.40625	32	36	1	13.846153846153847	4.111111111
277	Ein Rasiermesser (novacula) gehörte genauso wie ein Kamm (pecten), Spiegel (speculum), Schere (acitia) und Brennschere (calamistrum) zur Standardausstattung eines römischen Barbiers.	7.095238095238095	2.4285714285714284	5	0.38095238095238093	21	29	1	15	3.5
278	Das Messer wurde unter Verwendung von Öl auf einem Stein geschärft und nach dem Gebrauch in einem Kästchen aufbewahrt.	5.2105263157894735	1.631578947368421	3	0.42105263157894735	19	11	1	12.625	2.857142857
279	Laut Plinius dem Älteren wurden Spinnweben zur Versorgung von Schnitten im Gesicht verwendet.	6.153846153846154	2	3	0.46153846153846156	13	15	1	12	3.666666667
280	In Pompeji gefundene Exemplare von frühen Klapp-Rasiermessern mit 12 Zentimeter langen trapezförmigen Klingen und Griffen aus Elfenbein gehörten als Luxusobjekte zum Hausstand höherer Schichten.	6.76	2.36	5	0.64	25	20	1	15.0625	4.363636364
281	Seit der Spätantike war die Bartlosigkeit ein Kennzeichen des abendländischen Klerus.	6.7272727272727275	2.090909090909091	4	0.45454545454545453	11	8	1	17.2	3.1
282	Bei den Mönchsorden regelten genaue Vorschriften die Benutzung und Verwahrung der verwendeten Rasiermesser.	7.230769230769231	2.3076923076923075	4	0.6153846153846154	13	10	1	14.875	3.555555556
283	Sie wurden in einem geschlossenen Kasten aufbewahrt und von einem eigens hierfür bestimmten Bruder vor der Verwendung geschärft.	6.111111111111111	1.9444444444444444	4	0.3888888888888889	18	12	1	12.285714285714286	3.2
284	Zur Rasur teilten sich die Mönche in Paare auf, bei denen jeweils ein Mönch das Rasiermesser und der andere eine Schüssel mit Wasser hielt.	4.75	1.5833333333333333	4	0.375	24	23	2	12.11111111111111	3.846153846
285	Allerdings wurde das Rasieren nicht durchgängig einheitlich gehandhabt.	7.875	2.375	3	0.5	8	8	1	15.5	3.4
286	Mittelalterliche Bildquellen zeigen sowohl glattrasierte Kleriker als auch solche mit Vollbärten.	7.818181818181818	2.5454545454545454	6	0.5454545454545454	11	9	1	16.333333333333332	4.2
287	Spätestens im 14 Jahrhundert etablierte sich das Handwerk der Barbiere, die neben medizinischen Tätigkeiten auch die Rasur vornahmen.	6.333333333333333	2.111111111111111	5	0.4444444444444444	18	15	2	15.375	2.4
288	Da die Verwendung von Seifenschaum beim Rasieren erst später üblich wurde, war das Rasieren mit dem Messer zu jener Zeit eine schmerzhafte Prozedur.	5.391304347826087	1.7826086956521738	3	0.43478260869565216	23	25	2	11.8	2.5
289	Erleichtert wurde der Vorgang allein in Badestuben, in denen Wasser oder Dämpfe das Barthaar vor der Verwendung des Rasiermessers erweichten.	6	1.95	4	0.45	20	21	2	15.333333333333334	3.571428571
290	Unter der Vereinbarkeit von Familie und Beruf versteht man seit dem 20 Jahrhundert die Möglichkeit Erwachsener im arbeitsfähigen Alter, sich zugleich Beruf und Karriere einerseits und dem Leben in der Familie und der Betreuung von Kindern und pflegebedürftigen Personen andererseits zu widmen, unter Berücksichtigung der Schwierigkeiten, die dabei auftreten können.	6.24	2.1	6	0.42	50	47	2	11.523809523809524	4.071428571
291	Sind auch Bereiche wie Freundschaften und Hobbys gemeint, wird etwas allgemeiner von Vereinbarkeit von Berufs-, Privat- und Familienleben gesprochen.	6.684210526315789	2.1578947368421053	6	0.5263157894736842	19	22	2	14.555555555555555	3.583333333
292	Der englischsprachige Begriff Work-Life-Balance bezeichnet ein anzustrebendes Gleichgewicht im Allgemeinen, auch für Singles, und wird vor allem in Bezug auf betriebliche Aspekte wie etwa familienfreundliche Arbeitszeiten sowie auf Möglichkeiten zur Verbesserung des individuellen Gleichgewichts verwendet.	7.216216216216216	2.4054054054054053	7	0.5405405405405406	37	35	2	14.65	4
293	Eine Balance zwischen verschiedenen Lebensbereichen zu ermöglichen, gilt als eine wichtige gesellschaftspolitische Herausforderung, als ein betrieblich relevantes Thema bezüglich Wirtschaftlichkeit und Organisationskultur sowie als ein sozial, kulturell und pädagogisch bedeutsames Thema bezüglich der Gestaltung von Familienkultur.	8.13888888888889	2.8055555555555554	8	0.5555555555555556	36	31	1	15.15	4.9
294	Die Thematik berührt wichtige individuelle Fragen von Lebenseinstellung und Lebensstil.	7.7	2.7	6	0.7	10	8	1	12.857142857142858	1.625
296	Wurde die Vereinbarkeit von Familie und Beruf ursprünglich mehr als die Frage angesehen, ob sich Mutterschaft und Berufstätigkeit überhaupt vereinbaren lassen, entwickelte sich der gesellschaftliche Diskurs in den Industrienationen im Zuge der Emanzipation in die Richtung, wie sich für Mütter und Väter eine Berufstätigkeit mit der Erziehung der Kinder zeitlich vereinbaren lässt.	6.269230769230769	2.0961538461538463	6	0.4807692307692308	52	33	4	13.04	4.846153846
297	Diesem Diskurs liegt die Annahme zugrunde, dass die Eltern jeweils arbeiten wollen oder müssen, dass also die elterliche Berufstätigkeit subjektiv als wertvoll betrachtet wird, etwa weil sie Zufriedenheit gewährt, Sinn stiftet, die soziale Einbindung fördert, die wirtschaftliche Existenz bzw den Lebensstandard sichert oder weil mehrere dieser Gründe zutreffen.	6.416666666666667	2.0416666666666665	5	0.4791666666666667	48	52	9	13.304347826086957	5.071428571
298	Sinkende Geburten- und Fertilitätsraten wirken sich in manchen Ländern auf die bisherige Sozial- und Familienpolitik sowie die Arbeitsmarktpolitik aus.	6.894736842105263	2.526315789473684	7	0.47368421052631576	19	15	1	16.875	3.307692308
299	Angesichts der Veränderung der Altersstruktur und des Anstiegs der Lebenserwartung in vielen Ländern rückt inzwischen auch die Betreuung und Pflege älterer oder pflegebedürftiger Angehöriger stärker in den Mittelpunkt des Interesses, auch der Politik.	6.575757575757576	2.1818181818181817	6	0.45454545454545453	33	21	1	14.533333333333333	4.3
300	Parallel dazu findet eine gesellschaftspolitische Debatte statt und vollzieht sich ein allmählicher Paradigmenwechsel in Bezug auf Beschäftigungsmodelle sowie in Bezug auf das zugrunde liegende Gesellschafts- und Familienmodell.	7.407407407407407	2.5555555555555554	7	0.48148148148148145	27	26	2	15.833333333333334	3.285714286
301	Diskutiert wird, inwieweit es wünschenswert sei, dass beide Eltern teilweise oder voll berufstätig sind, und wie die Unterstützung von Alleinerziehenden zu gestalten ist.	6.260869565217392	2	6	0.34782608695652173	23	26	4	13.125	3.5
302	Bis in die 1950er Jahre und länger war die Erwerbslosigkeit der Ehefrau – auch in der kinderlosen Ehe – Teil des bürgerlichen Familienideals.	5.523809523809524	1.8571428571428572	6	0.47619047619047616	21	20	1	13.8	2.4
303	Wortprägungen wie „weibliche Doppelverdiener“ wie auch der damals negativ konnotierte Begriff „Schlüsselkind“ wiesen zu dieser Zeit in Westdeutschland auf ungern gesehene Abweichungen vom Frauen- und Familienleitbild.	7.153846153846154	2.3461538461538463	6	0.5	26	17	1	15.166666666666666	4.4
304	Vielfach wurde vermutet, der technische Fortschritt des 20 Jahrhunderts werde mehrheitlich zur Verringerung der Arbeitszeit und zu einem Anwachsen der Freizeit führen.	6.545454545454546	2	4	0.45454545454545453	22	22	2	14.1	4
306	Diese Vorhersagen sind jedoch bisher nicht eingetreten.	6.857142857142857	2.2857142857142856	4	0.2857142857142857	7	7	1	13.5	1.8
307	Im Gegenteil stellt eine Familie heute dem Arbeitsmarkt im Durchschnitt tendenziell deutlich mehr Stunden Arbeitszeit zur Verfügung, als sie es Mitte des 20 Jahrhunderts tat.	5.92	1.84	4	0.52	25	26	2	11.76923076923077	3
308	Es wird gesagt, die gegenwärtige Ausrichtung der Gesellschaft und ökonomische Zwänge hätten vielmehr zu einem Anwachsen des Konsums, zu längeren Arbeitszeiten und zu einer Abwertung des Lebensbereichs Familie geführt.	6.413793103448276	2.1379310344827585	5	0.4827586206896552	29	29	2	14.285714285714286	3.8
309	Um die Jahrtausendwende steht auch das Kindeswohl im Zentrum des Interesses.	5.909090909090909	1.9090909090909092	5	0.45454545454545453	11	9	1	14.4	1.666666667
310	Die Meinung, Vorschulkinder litten unter der Berufstätigkeit der Mutter, herrscht vor allem in den alten Bundesländern der Bundesrepublik Deutschland, und zwar stärker als in jedem anderen Land der EU.	5.827586206896552	1.8620689655172413	5	0.41379310344827586	29	21	2	12.5	3.5
311	Studien belegen, dass die Frage, ob Kinder aus der Situation einen Nachteil oder auch einen Vorteil beziehen, nicht mit „Ja“ oder „Nein“ beantwortet werden kann: Die Wirkung der Berufstätigkeit auf das Kind hängt von Kontextfaktoren ab, insbesondere vom Berufskontext, von der Art der Verwendung von Zeit und Geld, von der Qualität der nichtelterlichen Kinderbetreuung und von der Zufriedenheit der Frau mit ihrer Rolle.	5.492063492063492	1.8253968253968254	5	0.4126984126984127	63	35	4	11.461538461538462	5
312	Die Thematik ist seit den 1990ern Ziel einer extensiven statistischen Langzeitstudie in den USA.	5.857142857142857	1.8571428571428572	4	0.42857142857142855	14	8	1	17.166666666666668	2.5
313	Teilweise vertreten verschiedene gesellschaftliche Gruppen jeweils den Standpunkt der Wahlfreiheit, allerdings mit unterschiedlicher Gewichtung: Die eine Seite hebt die Möglichkeit zur Erwerbsarbeit auch mit Kindern hervor, die andere betont die Freiheit, auch die traditionelle Familienform zu wählen.	7.054054054054054	2.2432432432432434	5	0.4864864864864865	37	23	3	13.277777777777779	4.8
314	Bei dieser gesellschaftlichen und politischen Debatte geht es immer auch um die Folgen der Modelle für die Gesellschaft, etwa um ökonomische Auswirkungen.	5.954545454545454	2.0454545454545454	5	0.4090909090909091	22	17	1	11.555555555555555	2.4
315	Heute gilt die Vereinbarkeit von Familie und Beruf als eine der zentralen Herausforderungen der Beschäftigungs- und Sozialpolitik in Europa und in den einzelnen europäischen Staaten zB Deutschland, Österreich und der Schweiz.	6.193548387096774	2.096774193548387	6	0.3548387096774194	31	32	1	12.9	2.666666667
316	In Deutschland werden Infrastrukturmaßnahmen in Kombination mit Änderungen der familienbezogenen Transferleistungen und der Besteuerung insbesondere als wesentlich für eine Verringerung der Kinder- und Familienarmut genannt.	7.92	2.8	8	0.44	25	26	1	16.2	4.090909091
317	Die Vereinbarkeit von Familie und Beruf steht auch in engem Zusammenhang mit dem Ziel der Gleichstellung von Mann und Frau in der Gesellschaft in Familie und Beruf.	5.074074074074074	1.6296296296296295	4	0.48148148148148145	27	21	1	10.76923076923077	2.333333333
318	Die Arbeitsteilung in der Partnerschaft ist Gegenstand zahlreicher Untersuchungen.	8.11111111111111	2.4444444444444446	5	0.5555555555555556	9	7	1	14.4	2
320	Dabei sei eine deutliche geschlechtsspezifische Teilung nach Art der Arbeit zu beobachten.	6.5	2.1666666666666665	6	0.5	12	12	1	12.5	2.642857143
321	Auch wenn einzelne Aufgaben an andere Personen oder Institutionen delegiert werden, liege die Aufgabe der Organisation der Haus- und Familienarbeit meist bei der Frau.	5.875	2.1666666666666665	6	0.5	24	14	2	11.818181818181818	2.5
323	Diese Erwartung wird im Zusammenhang mit der hohen Scheidungsrate, den sich ändernden Regelungen zum Unterhalt und der Diskussion um eventuelle Änderungen der Witwen-/Witwerrente in verstärktem Maß auch von der Gesellschaft an sie herangetragen.	6.176470588235294	2.1176470588235294	5	0.47058823529411764	34	38	1	15.1875	5
324	Die Pluralisierung der Familienformen mit zunehmender Zahl von Patchwork- und Einelternfamilien erfordert gesellschaftliche Anpassungen, um eine finanzielle Überforderung der Unterhalt zahlenden Eltern beziehungsweise der Sozialsysteme zu vermeiden und zugleich allen Personen einen angemessenen Lebensunterhalt zu sichern.	7.916666666666667	2.861111111111111	8	0.5555555555555556	36	26	1	14.842105263157896	5.888888889
325	So wird es zunehmend als wichtig angesehen, dass alle arbeitsfähigen Personen ihren Lebensunterhalt mittel- und langfristig selbstverantwortlich erwirtschaften können.	7.7368421052631575	2.526315789473684	5	0.5263157894736842	19	14	2	15.1	3.125
326	Eine Berufstätigkeit beider Partner dient nicht nur dem momentanen finanziellen Vorteil und dem Berufsinteresse, sondern ebenfalls der Zukunftssicherung.	7.444444444444445	2.4444444444444446	6	0.4444444444444444	18	15	1	15.125	1.9
327	Dies bezieht sich auf die spätere Altersrente, aber auch auf Fälle von Arbeitslosigkeit, Arbeitsunfähigkeit oder Trennung, denn bei Erwerbstätigkeit beider Partner besteht eine geringere Abhängigkeit von staatlicher Unterstützung oder Unterhaltszahlungen.	7.4	2.3666666666666667	6	0.5	30	32	2	14.666666666666666	4.4
328	In vielen Familien ist es zudem ökonomisch kaum möglich, dass sich ein Elternteil ganz der Haus- und Familienarbeit widmet – für eine zunehmende Zahl von Haushalten reicht Anfang des 21 Jahrhunderts ein Erwerbseinkommen allein nicht mehr zum Unterhalt einer Familie aus.	5.65	1.875	6	0.4	40	36	3	12.933333333333334	4
329	Die Väterbewegung setzt sich für eine Gleichstellung von Mutter- und Vaterrolle ein .	5.916666666666667	1.9166666666666667	5	0.4166666666666667	12	11	1	16.5	2.9
331	In dieser Situation verlieren Männer mit niedrigem Einkommens- und Bildungsniveau besonders häufig den Kontakt zu ihren Kindern.	6.470588235294118	2.176470588235294	4	0.5294117647058824	17	15	1	11	2
332	Als Gründe dafür, dass Väter ihre Arbeitszeit relativ selten für die Familienarbeit reduzieren, werden u a finanzielle Nachteile aufgrund von Gehaltsunterschieden zwischen Männern und Frauen, fehlende Teilzeitstellen für höhere Positionen sowie eine Profitorientierung der Konzerne, die auf familiäre Bedürfnisse der Angestellten keine Rücksicht nehme, genannt.	6.911111111111111	2.4444444444444446	6	0.5555555555555556	45	50	3	13.333333333333334	4.3
333	Eine Retraditionalisierung der Rollen findet Studien zufolge oft nach der Geburt des ersten Kindes statt: selbst bei vorher weitgehend egalitärem Rollenverständnis beider Partner werden nach der Geburt vor allem die Auffassungen der Männer wieder traditioneller, während die der Frauen egalitär bleiben; dies führe oft zu Spannungen in der Partnerschaft.	6.163265306122449	2.0408163265306123	8	0.42857142857142855	49	39	4	12.761904761904763	5.071428571
335	Globale Erwärmung ist der beobachtete und prognostizierte Trend zu einer im Vergleich zu den vorindustriellen Werten höheren globalen Durchschnittstemperatur mit Folgen wie steigenden Meeresspiegeln, Gletscherschmelze, Verschiebung von Klimazonen, Vegetationszonen und Lebensräumen, verändertes Auftreten von Niederschlägen, stärkere oder häufigere Wetterextreme wie Überschwemmungen, Stürme und Dürren, Ausbreitung von Parasiten und tropischen Krankheiten sowie mehr Umweltflüchtlingen.	8.056603773584905	2.660377358490566	7	0.6226415094339622	53	54	1	16.21212121212121	5.5
336	Die prognostizierten und beobachteten negativen Auswirkungen des Klimawandels werden manchmal als „Klimakatastrophe“ bezeichnet.	8.692307692307692	3	6	0.5384615384615384	13	15	1	16.428571428571427	2.6
337	Einige der Folgen sind im Klimawandelindex quantitativ zusammengefasst.	7.875	3	7	0.5	8	9	1	15.75	2.142857143
338	Während über die Ursachen der globalen Erwärmung weitgehend Einigkeit besteht (hauptsächlich menschliche Emissionen von Treibhausgasen), werden ihre Folgen intensiv erörtert.	7.55	2.4	4	0.6	20	23	2	14.25	4.625
339	Einige Folgen sind bereits jetzt spürbar, andere werden erst für die Zukunft erwartet.	5.538461538461538	1.8461538461538463	3	0.3076923076923077	13	9	2	10.25	2.555555556
340	Nach einer Studie des Stockholm Resilience Centre von 2009 ist der ermittelte Grenzwert für den Kohlendioxidgehalt der Atmosphäre bereits um 11 % überschritten, so dass der anthropogene Klimawandel nach dem Artensterben das zweitgrößte globale ökologische Problem darstellt; er ist dabei auch ein wesentliches Merkmal des Anthropozäns sowie eine der Folgen der zunehmenden Hemerobie.	6.188679245283019	2.0377358490566038	6	0.39622641509433965	53	23	3	15.8	4.769230769
341	Über die möglichen Folgen der Erwärmungen informieren auch die Unterartikel Folgen der globalen Erwärmung in Deutschland, Folgen der globalen Erwärmung in Europa, Folgen der globalen Erwärmung in der Arktis, Folgen der globalen Erwärmung in der Antarktis sowie Folgen der globalen Erwärmung für den Weinbau.	5.909090909090909	2.0454545454545454	5	0.5227272727272727	44	41	1	13	3.888888889
342	In welchem Ausmaß die Durchschnittstemperatur im Laufe des 21 Jahrhunderts ansteigt, hängt insbesondere von der Menge an Treibhausgasen ab, die ausgestoßen werden.	6.318181818181818	2.0454545454545454	6	0.4090909090909091	22	14	3	13.88888888888889	3.8
343	Der Intergovernmental Panel on Climate Change (IPCC, Zwischenstaatlicher Ausschuss für Klimaänderungen) geht in seinem aktuellen Vierten Sachstandsbericht davon aus, dass sich die globale Durchschnittstemperatur bis 2100 abhängig vom weiteren Anstieg der Emissionen um 1,1 bis 6,4 °C erhöht.	6.384615384615385	2.128205128205128	6	0.41025641025641024	39	30	1	15.066666666666666	3.636363636
344	Steigende Durchschnittstemperaturen verschieben das Temperaturspektrum.	13.2	4	7	0.8	5	3	1	17	2.6
345	Während extreme Kälteereignisse seltener auftreten, werden außergewöhnliche Hitzeereignisse wahrscheinlicher.	11	3.7777777777777777	6	0.7777777777777778	9	7	2	15	2.8
346	Wegen der möglichen Auswirkungen auf menschliche Sicherheit, Gesundheit, Wirtschaft und Umwelt hat die globale Erwärmung große Risiken, kann sich aber örtlich und regional auch positiv auswirken.	6.384615384615385	2.076923076923077	4	0.5769230769230769	26	16	2	12.266666666666667	2.7
347	Einige Veränderungen der Umwelt, die Menschen und Ökosysteme gemeinsam betreffen, sind schon wahrzunehmen.	7	2.3846153846153846	5	0.5384615384615384	13	15	2	12.714285714285714	3.222222222
348	Dazu gehören steigende Meeresspiegel, Gletscherschmelze oder statistisch signifikante Abweichungen vom gewöhnlichen Wettergeschehen (siehe unten).	9.214285714285714	3.0714285714285716	5	0.7142857142857143	14	17	1	15.4	3.9
349	Ob diese und weitere Folgen eintreten und wie stark sie sein werden, wird dabei recht unterschiedlich eingeschätzt.	5.705882352941177	1.7647058823529411	4	0.35294117647058826	17	18	3	10.666666666666666	2.9
351	Die Klimamodelle beschreiben derzeit auf globaler Ebene die Folgen recht gut, können diese jedoch auf regionaler Ebene nur recht unsicher abschätzen.	6.0476190476190474	2.0476190476190474	5	0.47619047619047616	21	20	2	12.7	4.2
352	Wie stark die Veränderungen sein werden, hängt davon ab, wie rasch der Klimawandel fortschreitet.	5.785714285714286	1.7857142857142858	5	0.42857142857142855	14	9	3	12.833333333333334	1.777777778
353	Falls er in sehr kurzer Zeit erfolgen sollte, werden sowohl die ökonomischen Anpassungskosten als auch die Einflüsse auf die Natur voraussichtlich drastisch spürbar sein.	6.041666666666667	1.875	5	0.4166666666666667	24	24	2	14	4.454545455
354	Der Erwärmungstrend setzt absehbar nicht nur die Ökosysteme, sondern auch Milliarden Menschen enormen Belastungen zB hinsichtlich der Wasserversorgung aus.	7.105263157894737	2.210526315789474	5	0.47368421052631576	19	18	1	14.444444444444445	4.181818182
355	Dem IPCC zufolge weisen von 29 436 Serien mit Beobachtungsdaten aus 75 Studien, die signifikante Veränderungen in physikalischen oder biologischen Systemen aufzeigen, 89 % mit den Erwartungen über eine erwärmte Welt übereinstimmende Veränderungen auf.	6.323529411764706	2.3529411764705883	6	0.47058823529411764	34	33	2	14.4	4.181818182
356	Mit über 28000 Datensätzen zu biologischen Veränderungen ist Europa hierbei deutlich überrepräsentiert, doch dass hiervon 90 % eine mit der Erwärmung übereinstimmende Veränderung anzeigen macht das Ergebnis auch sehr robust.	6.433333333333334	2.1333333333333333	5	0.43333333333333335	30	20	2	13.666666666666666	4.666666667
357	In anderen Regionen und weltweit zu den physikalischen Systemen liegen deutlich weniger Datensätze vor, deren Kongruenz mit dem Erwärmungssignal allerdings mit 88 % bis 100 % ebenfalls sehr hoch liegt.	5.666666666666667	1.9333333333333333	5	0.4666666666666667	30	22	2	12.916666666666666	4.444444444
358	Infolge der Eisschmelze in der Arktis und dem damit einhergehenden Verlust an beschwerender Masse steigt beispielsweise die Landmasse (-> „Landfläche“) Skandinaviens in Finnland und Schweden schneller als der regionale Meeresspiegel.	6.633333333333334	2.1666666666666665	5	0.36666666666666664	30	20	1	15.545454545454545	4.666666667
359	Am Bottnischen Meerbusen steigt nach Daten des Permanent Service of Mean Sea Level das Land jährlich um bis zu sieben Millimeter.	5.142857142857143	1.7142857142857142	4	0.38095238095238093	21	18	1	13.5	3.4
360	Finnland gewinnt jährlich vor allem an seiner Küstenlinie jedes Jahr 700 Hektar Fläche.	5.6923076923076925	1.8461538461538463	4	0.46153846153846156	13	12	1	13	2.333333333
361	Bei Ratan in der schwedischen Gemeinde Robertsfors stieg die Küstenlinie gegenüber dem (ebenfalls steigenden) Meeresspiegel seit Beginn der Messungen 1892 um nahezu einen Meter.	6.291666666666667	2.0833333333333335	4	0.375	24	19	1	14	3.666666667
362	Den Hafen des schwedischen Luleå können viele Schiffe nicht mehr anlaufen, hier sinkt der Meeresspiegel jährlich ebenfalls um nahezu einen Zentimeter, prognostiziert für noch mindestens 600 weitere Jahre.	6.214285714285714	2	4	0.42857142857142855	28	20	3	13.666666666666666	3.8
363	Hier wird die Fahrrinne für rund 170 Mio Euro tiefer gebaggert; im gegenüberliegenden finnischen Vaasa liegt ein früherer Hafen heute zehn Kilometer im Landesinneren.	5.875	2.0416666666666665	6	0.5	24	11	2	13.75	3.4375
365	Zwischen den globalen Temperaturen und der Biodiversität gibt es einen langfristigen Zusammenhang, der sich anhand von Fossilienfunden bis vor 520 Millionen Jahren feststellen lässt.	6.541666666666667	2.2083333333333335	6	0.4583333333333333	24	18	2	12.363636363636363	3.266666667
366	In Zeiten höherer Temperaturen war die Artenvielfalt sowohl im Meer als auch am Land geringer als in Zeiten niedrigerer Temperaturen.	5.65	2.05	5	0.5	20	17	1	12.9	2.888888889
369	Mittlerweile gilt als sehr wahrscheinlich, dass mit der Globalen Erwärmung das Artensterben beschleunigt wird.	6.785714285714286	2	4	0.35714285714285715	14	14	2	14.2	2.8
370	Werden keine Maßnahmen zur Bekämpfung des Klimawandels getroffen, sind weltweit 16 % aller Arten vom Aussterben bedroht, wie eine 2015 in Science erschienene Übersichtsarbeit ergab.	6.16	2.04	4	0.48	25	20	3	14.181818181818182	3.909090909
371	Südamerika mit 23 und Australien mit 14 % sind die Kontinente mit dem größten Anteil bedrohter Arten, für Europa betrug der Anteil 6 %, für Nordamerika 5 %.	4.5	1.75	4	0.35714285714285715	28	20	2	12.714285714285714	2.4
372	Bei Einhaltung des Zwei-Grad-Ziels könnte die Rate weltweit auf 5,2 % reduziert werden.	4.8	1.5333333333333334	3	0.5333333333333333	15	16	1	11.714285714285714	2.555555556
373	Laut dem vom Arktischen Rat in Auftrag gegebenen Arctic Climate Impact Assessment wird in zahlreichen polaren Gebieten die Artenvielfalt zunehmen, weil im Zuge der Erwärmung neue Arten in die Arktis einwandern werden und die Gesamtzahl der Arten und deren Produktivität zunehmen wird.	5.738095238095238	1.9761904761904763	5	0.4523809523809524	42	25	3	14.31578947368421	5
374	In den Ozeanen ist weltweit etwa 50-mal mehr Kohlenstoff enthalten als in der Atmosphäre.	5.357142857142857	1.7142857142857142	4	0.35714285714285715	14	10	1	14	1.444444444
375	Der Ozean wirkt als große Kohlenstoffdioxidsenke und nimmt circa ein Drittel der durch menschliche Aktivitäten freigesetzten Menge Kohlenstoffdioxid auf.	7.052631578947368	2.263157894736842	7	0.5789473684210527	19	17	2	12.636363636363637	3.266666667
376	In den oberen Schichten der Ozeane wird es teilweise durch Photosynthese gebunden.	5.833333333333333	1.9166666666666667	5	0.4166666666666667	12	12	1	14.2	2.2
377	Würden die Meere kein Kohlendioxid lösen, läge die atmosphärische Konzentration von Kohlenstoffdioxid einer Untersuchung aus dem Jahre 2004 zufolge um 55 ppm höher, zum damaligen Zeitpunkt also statt bei 380 ppm bei wenigstens 435 ppm.	5.6571428571428575	1.9714285714285715	5	0.42857142857142855	35	31	2	13.666666666666666	4.3
378	Über den Zeitraum von Jahrhunderten gerechnet, sind die Ozeane in der Lage, bis zu 90 % der anthropogenen CO2-Emissionen aufzunehmen.	5.238095238095238	1.8095238095238095	5	0.47619047619047616	21	13	1	15.11111111111111	2.625
379	Verschiedene Effekte sorgen jedoch dafür, dass mit steigenden Temperaturen und wachsendem atmosphärischem CO2-Anteil die Aufnahmefähigkeit der Meere für Kohlenstoff abnimmt.	7.190476190476191	2.4285714285714284	6	0.6190476190476191	21	21	2	14.923076923076923	3.875
380	Wie weit die Aufnahmefähigkeit sinkt, lässt sich schwer beziffern.	6.222222222222222	1.7777777777777777	6	0.6666666666666666	9	7	2	12	3.727272727
381	In einem Szenario mit über das 21 Jh stark ansteigenden Emissionen (Business as usual) liegt der über diesen aufgenommene Anteil bei nur noch 22 %.	4.8	1.64	5	0.36	25	17	1	14.25	3.785714286
382	Nur in einem Emissionsszenario mit strengem Klimaschutz steigt der aufgenommene Anteil.	6.909090909090909	2.272727272727273	6	0.5454545454545454	11	8	1	16.666666666666668	3
383	Als Folge der Erderwärmung erhöht sich der Meeresspiegel.	6.125	2	4	0.5	8	5	1	13.25	2
384	Zwischen 1901 und 2010 ist er um ca 1,7 cm pro Jahrzehnt gestiegen, wobei sich der Anstieg seit 1993 auf ca 3,2 cm pro Jahrzehnt erhöht hat.	4.148148148148148	1.2962962962962963	3	0.25925925925925924	27	16	2	13.285714285714286	3.375
385	Nach verschiedenen Szenarien des IPCC werden bis 2100 Anstiege zwischen 0,40 m bei strengem Klimaschutz und 0,67 m bei weiter steigenden Emissionen (Business as usual) gegenüber dem Stand der 1990er Jahre erwartet.	5.625	1.8125	4	0.40625	32	34	1	15.272727272727273	3.6
386	Die Erhöhung fällt nicht gleichmäßig aus, sondern stellt sich aufgrund von Meeresströmungen und anderen Faktoren regional unterschiedlich dar.	6.833333333333333	2.0555555555555554	5	0.5	18	17	2	12.88888888888889	2.444444444
387	Der mögliche Kollaps von Teilen des antarktischen Eisschildes ist in diesen Berechnungen noch eingeschlossen und würde zu massiven zusätzlichen Erhöhungen führen.	6.714285714285714	2.238095238095238	4	0.5238095238095238	21	14	2	14.363636363636363	3.111111111
388	Für die Meeresspiegelerhöhung werden im Wesentlichen zwei Faktoren verantwortlich gemacht: Zum einen dehnt sich das Meerwasser bei höheren Temperaturen stärker aus, zum anderen kommt es bei höheren Temperaturen zum verstärkten Abschmelzen von Gletschern (siehe unten).	6.542857142857143	2.1714285714285713	7	0.4857142857142857	35	28	3	13.705882352941176	4
389	Allein für die thermische Ausdehnung bis 2100 werden Werte von 13–18 cm (bei Erhöhungen der Lufttemperatur um 1,1–1,5 °C) und 19–30 cm (bei 2,2–3,5 °C) genannt.	5	1.5769230769230769	5	0.38461538461538464	26	30	1	15.8	3.9
390	Durch die zusätzlichen Beiträge des Schmelzwassers dürften diese sich noch verdoppeln.	6.818181818181818	2	4	0.36363636363636365	11	11	1	15.5	3.125
